
@RELATION cluster_type

@ATTRIBUTE text_ratio	REAL
@ATTRIBUTE tag_ratio 	REAL
@ATTRIBUTE max_weight 	REAL
@ATTRIBUTE num_big   	REAL
@ATTRIBUTE class 	{DOCUMENT,LINKS,INVALID}

@DATA

%10jqka.com.cn

%qq.news
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
1.0,1.0,1,0,DOCUMENT
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.8368858459286053,0.5473251028806584,1736,18,DOCUMENT
0.0,0.0,0,0,INVALID
0.9915992340478103,0.8571428571428571,4389,30,DOCUMENT
0.9847408364282254,0.7446808510638298,3572,24,DOCUMENT
0.19535962877030164,0.3220338983050847,496,4,LINKS
0.0,0.0,92,0,LINKS
1.0,1.0,14,0,DOCUMENT
0.0037629350893697085,0.5,1059,0,LINKS
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.07666886979510905,0.14285714285714285,363,4,LINKS
1.0,1.0,15,0,DOCUMENT
0.1533734939759036,0.3775811209439528,379,13,LINKS
0.0,0.0,0,0,INVALID
1.0,1.0,1,0,DOCUMENT
0.08760951188986232,0.5909090909090909,281,0,LINKS

%sina.news
0.03647260273972603,0.19143576826196473,357,1,LINKS
0.8638824439288476,0.75,1615,3,DOCUMENT
0.0,0.0,0,0,INVALID
0.952054794520548,0.8571428571428571,54,1,DOCUMENT
0.23516949152542374,0.38613861386138615,724,7,LINKS
0.6165919282511211,0.425531914893617,92,0,DOCUMENT
0.6345315904139434,0.5462962962962963,121,9,DOCUMENT
0.3371551822000227,0.5685455810716771,121,4,LINKS
0.89709531455262,0.5736040609137056,3110,19,DOCUMENT
0.7728136882129277,0.5656565656565656,501,16,DOCUMENT
0.8514955030328383,0.5792079207920792,1599,21,DOCUMENT
0.8863526764185822,0.5634517766497462,3444,17,DOCUMENT
0.8141777430284076,0.5707070707070707,851,17,DOCUMENT
0.745679012345679,0.5812807881773399,161,16,DOCUMENT
0.8279595198870322,0.5771144278606966,1483,17,DOCUMENT
0.0,0.0,0,0,INVALID
0.9368641114982579,0.6911764705882353,1222,10,DOCUMENT
0.45047169811320753,0.5588235294117647,344,1,LINKS
0.4793388429752066,0.8157894736842105,154,0,LINKS
0.0,0.0,718,0,LINKS
0.4544361625390719,0.41935483870967744,167,13,LINKS
0.10625565075128084,0.2927241962774958,376,4,LINKS
0.488,0.4,359,3,LINKS

%sohu.news
0.8838526912181303,0.8333333333333334,75,1,DOCUMENT
0.08937246963562753,0.3507853403141361,432,2,LINKS
0.0,0.0,0,0,INVALID
0.9729551451187335,0.8181818181818182,533,5,DOCUMENT
0.6332622601279317,0.5942028985507246,1255,7,DOCUMENT
0.05672609400324149,0.2608695652173913,466,1,LINKS
0.5513513513513514,0.3076923076923077,59,1,DOCUMENT
0.0,0.0,0,0,INVALID
0.6938110749185668,0.5454545454545454,216,2,DOCUMENT
0.2410575427682737,0.3125,225,0,LINKS
0.19083969465648856,0.3711340206185567,194,3,LINKS
0.31373597006948156,0.48148148148148145,550,0,LINKS
0.4774834437086093,0.5050505050505051,509,0,LINKS
1.0,1.0,11,0,DOCUMENT
0.45161290322580644,0.6363636363636364,59,0,LINKS
0.9939556749496307,0.9302325581395349,121,10,DOCUMENT
0.8278233271621265,0.5602836879432624,594,7,DOCUMENT
0.12356215213358071,0.45054945054945056,481,4,LINKS
0.7764651733660632,0.43661971830985913,1325,23,DOCUMENT
0.3776781265570503,0.5263157894736842,343,5,LINKS
0.7357760288994969,0.2926829268292683,4960,5,DOCUMENT
1.0,1.0,13,0,DOCUMENT
0.4718826405867971,0.5333333333333333,800,1,LINKS
0.9535583027063147,0.5652173913043478,1972,3,DOCUMENT
0.8898373983739838,0.5,814,4,DOCUMENT
0.18678977272727273,0.4666666666666667,914,2,LINKS
0.5074376199616123,0.4375,1000,0,DOCUMENT
0.7591315453384418,0.47674418604651164,1325,12,DOCUMENT
0.27768595041322314,0.4166666666666667,198,1,LINKS
0.22382671480144403,0.4,189,2,LINKS
0.5253012048192771,0.5526315789473685,343,3,DOCUMENT
0.8276269185360094,0.5,537,2,DOCUMENT

%tom.com
0.7401129943502824,0.75,49,0,DOCUMENT
0.23351333660612011,0.3,668,2,LINKS
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.0,0.0,0,0,INVALID
0.9692097519966373,0.5862068965517241,761,19,DOCUMENT
0.10661268556005399,0.32,162,1,LINKS
0.7906976744186046,0.5,57,0,DOCUMENT
0.0,0.0,0,0,INVALID
0.27420289855072466,0.6363636363636364,412,6,LINKS
0.4132343011478731,0.6857142857142857,169,5,LINKS
1.0,1.0,21,0,DOCUMENT
0.701780415430267,0.6666666666666666,454,2,DOCUMENT
0.04071246819338423,0.5,377,0,LINKS
0.19925412892914224,0.4666666666666667,858,3,LINKS

%www.xinhuanet
0.07473084230525649,0.4126984126984127,549,2,LINKS
0.07418576598311219,0.3157894736842105,276,5,LINKS
0.1751126126126126,0.375,1309,1,LINKS
0.7820279295689132,0.46153846153846156,1068,3,DOCUMENT
0.13889278206026628,0.36904761904761907,482,40,LINKS
0.12614487926727727,0.32608695652173914,726,1,LINKS
0.532932566649242,0.4716981132075472,427,7,DOCUMENT
0.05315315315315315,0.2727272727272727,575,2,LINKS
0.2452367991290147,0.36363636363636365,736,9,LINKS
0.8073941562313656,0.45454545454545453,1246,2,DOCUMENT
0.06045865184155664,0.5,665,1,LINKS
0.1536926147704591,0.375,387,1,LINKS
0.0,0.0,0,0,INVALID
0.07060518731988473,0.5,911,1,LINKS
0.051696284329563816,0.375,263,2,LINKS
1.0,1.0,4,0,DOCUMENT
0.03944444444444444,0.28125,372,0,LINKS
0.05609492988133765,0.2857142857142857,944,1,LINKS
0.04985754985754986,0.3333333333333333,703,1,LINKS
0.9525377229080932,0.4583333333333333,1414,3,DOCUMENT
1.0,1.0,380,2,DOCUMENT
1.0,1.0,35,1,DOCUMENT
1.0,1.0,4,0,DOCUMENT
1.0,1.0,24,0,DOCUMENT
0.21041286685458466,0.265625,1406,8,LINKS
0.13415710503089143,0.5238095238095238,1418,1,LINKS
0.5234724292101341,0.8,1300,0,DOCUMENT
0.021013597033374538,0.3076923076923077,1887,1,LINKS
